station_a,station_b,distance_km,n_both_active_hours,n_offline_a,n_offline_b,n_both_offline,p_offline_a,p_offline_b,expected_both_offline_if_independent,cooccurrence_ratio
IBARAS3,IJANZO2,75.31002021186977,4090,518,393,206,0.12665036674816627,0.0960880195599022,49.773594132029345,4.138740703626199
IBARAS3,IJANZO3,72.85741595848769,4107,522,444,210,0.127100073046019,0.10810810810810811,56.43243243243244,3.7212643678160915
IBARAS3,IJANZO4,63.191336520805315,3479,448,2821,406,0.12877263581488935,0.8108651911468813,363.2676056338028,1.1176333746898264
IBARAS3,IMISRA12,196.26819099076252,3922,466,484,193,0.11881693013768485,0.12340642529321774,57.507394186639466,3.3560901642251624
IBARAS3,IMISRA13,148.1088171518185,4152,541,562,282,0.13029865125240847,0.13535645472061658,73.22784200385357,3.850994270528414
IBARAS3,IMURQU5,59.35684957122975,3860,509,978,294,0.13186528497409328,0.2533678756476684,128.96424870466322,2.2797015680933383
IBARAS3,IMURQU6,128.3472343880615,3513,488,1435,289,0.138912610304583,0.4084827782522061,199.3395957870766,1.4497872279659563
IBARAS3,IMURQU7,105.72889815769271,4128,541,616,213,0.1310562015503876,0.14922480620155038,80.73062015503876,2.6384041097534627
IBARAS3,INALUT3,154.9736466874472,4104,519,1535,272,0.12646198830409358,0.37402534113060426,194.11915204678365,1.401201257743217
IBARAS3,INUQAT10,95.7619296178009,4014,518,657,201,0.1290483308420528,0.16367713004484305,84.78475336322869,2.3707092611202203
IBARAS3,INUQAT8,129.39859827986976,4092,518,280,181,0.12658846529814272,0.06842619745845552,35.44477028347996,5.1065361279646995
IBARAS3,INUQAT9,84.69183642630215,4072,518,661,261,0.12721021611001965,0.16232809430255402,84.08595284872298,3.1039667287776216
IBARAS3,ITAHLI1,40.042147147654134,4119,534,474,241,0.12964311726147124,0.11507647487254188,61.45083758193737,3.9218342578106475
